show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in;cast_1;cast_2;cast_3;cast_4;cast_5;cast_6;cast_7;cast_8;cast_9;cast_10;cast_11;cast_12;cast_13;cast_14;cast_15;cast_16;cast_17;cast_18;cast_19;cast_20;cast_21;cast_22;cast_23;cast_24;cast_25;cast_26;cast_27;cast_28;cast_29;cast_30;cast_31;cast_32;cast_33;cast_34;cast_35;cast_36;cast_37;cast_38;cast_39;cast_40;cast_41;cast_42;cast_43;cast_44;cast_45;cast_46;cast_47;cast_48;cast_49;cast_50
s4419;Movie;The Other Side of the Wind;Orson Welles;France, Iran, United States;November 2, 2018;2018;R;122 min;Classic Movies, Dramas, Independent Movies;John Huston; Oja Kodar; Peter Bogdanovich; Susan Strasberg; Robert Random; Lilli Palmer; Norman Foster; Edmond O'Brien; Mercedes McCambridge; Cameron Mitchell; Paul Stewart;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4420;Movie;They’ll Love Me When I’m Dead;Morgan Neville;United States;November 2, 2018;2018;TV-MA;98 min;Documentaries;Orson Welles; Alan Cumming;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4421;Movie;Aagey Se Right;Indrajit Nattoji;India;November 1, 2018;2009;TV-14;117 min;Comedies, International Movies, Music & Musicals;Shreyas Talpade; Kay Kay Menon; Shiv Pandit; Sanjay Sharma; Shenaz Treasury; Mahie Gill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4422;Movie;Aamir;Raj Kumar Gupta;India;November 1, 2018;2008;TV-14;95 min;International Movies, Thrillers;Rajeev Khandelwal; Gajraj Rao; Shashanka Ghosh; Jhilmil Hazrika; Gazala Amin; Allauddin Khan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4423;Movie;ABCD 2;Remo D'Souza;India;November 1, 2018;2015;TV-14;146 min;Dramas, International Movies, Music & Musicals;Prabhu Deva; Varun Dhawan; Shraddha Kapoor; Lauren Gottlieb; Sushant Pujari; Punit Pathak; Dharmesh Yelande; Raghav Juyal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4424;Movie;ABCD: Any Body Can Dance;Remo D'Souza;India;November 1, 2018;2013;TV-14;136 min;Dramas, International Movies;Prabhu Deva; Kay Kay Menon; Ganesh Acharya; Dharmesh Yelande; Salman; Lauren Gottlieb; Noorin Sha; Punit Pathak;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4425;Movie;Arjun: The Warrior Prince;Arnab Chaudhuri;India;November 1, 2018;2011;TV-14;91 min;Action & Adventure, Dramas, International Movies;Yudhveer Bakoliya; Ashok Banthia; Ravi Khanwilkar; Vijay Kashyap; Ila Arun; Sachin Khedekar; Rajeshwari Sachdev; Hemanth Mahaur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4426;Movie;Asees;Rana Ranbir;India;November 1, 2018;2018;TV-14;123 min;Dramas, International Movies, Music & Musicals;Rana Ranbir; Neha Pawar; Kuljinder Sidhu; Rupinder Roopi; Sardar Sohi; Pardeep Sran; Seema Kaushal; Rajvir Boparai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4427;Movie;Barfi!;Anurag Basu;India;November 1, 2018;2012;TV-14;144 min;Comedies, Dramas, International Movies;Ranbir Kapoor; Priyanka Chopra; Ileana D'Cruz; Saurabh Shukla; Ashish Vidyarthi; Rupa Ganguly; Bholaraj Sapkota; Jishu Sengupta; Haradhan Bannerjee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4428;Movie;Chance Pe Dance;Ken Ghosh;India;November 1, 2018;2010;TV-14;121 min;Comedies, Dramas, International Movies;Shahid Kapoor; Genelia D'Souza; Mohnish Bahl; Satish Shah; Parikshat Sahni; Vikas Bhalla; Kurush Deboo; Zain Khan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4429;Movie;Christmas With A View;Justin G. Dyck;Canada;November 1, 2018;2018;TV-PG;91 min;International Movies, Romantic Movies;Scott Cavalheiro; Kaitlyn Leeb; Vivica A. Fox; Patrick Duffy; Jess Walton; Mark Ghanimé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4430;Movie;Chup Chup Ke;Priyadarshan, Kookie V. Gulati;India;November 1, 2018;2006;TV-14;158 min;Comedies, Dramas, International Movies;Shahid Kapoor; Kareena Kapoor; Om Puri; Neha Dhupia; Sunil Shetty; Paresh Rawal; Rajpal Yadav; Shakti Kapoor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4431;TV Show;Creators;;Argentina;November 1, 2018;2015;TV-Y;2 Seasons;Kids' TV, Spanish-Language TV Shows;Fabio Aste; Héctor Segura; Sebastian Rosas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4432;Movie;Dhan Dhana Dhan Goal;Vivek Agnihotri;United Kingdom, India;November 1, 2018;2007;TV-14;157 min;Dramas, International Movies, Music & Musicals;John Abraham; Bipasha Basu; Arshad Warsi; Shernaz Patel; Boman Irani; Dibyendu Bhattacharya; Gilbert Montoya; Dalip Tahil; Rajendranath Zutshi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4433;Movie;Dhoondte Reh Jaoge;Umesh Shukla;India;November 1, 2018;2009;TV-14;124 min;Comedies, International Movies, Music & Musicals;Paresh Rawal; Kunal Khemu; Sonu Sood; Soha Ali Khan; Johnny Lever; Dilip Joshi; Asrani; Malay Chakrabarty; Razak Khan; Hrishitaa Bhatt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4434;Movie;Do Dooni Chaar;Habib Faisal;India;November 1, 2018;2010;TV-PG;106 min;Comedies, International Movies;Rishi Kapoor; Neetu Singh; Aditi Vasudev; Archit Krishna; Akhilendra Mishra; Natasha Rastogi; Manoj Bakshi; Supriya Shukla;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4435;Movie;Edge of Fear;Bobby Roth;United States;November 1, 2018;2018;TV-MA;92 min;Independent Movies, Thrillers;Shen Lin; Robert Patrick; Zhu Zhu; Jodi Lyn O'Keefe; Robert Knepper; Amaury Nolasco; Rockmond Dunbar; Andy Mackenzie; Robert Crayton; John Edward Lee; Trent Brya;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4436;Movie;Edmilson Filho: Notas, Comedy about Relationships;Halder Gomes;Brazil;November 1, 2018;2017;TV-MA;80 min;Stand-Up Comedy;Edmilson Filho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4437;TV Show;Follow This;;United States;November 1, 2018;2018;TV-MA;3 Seasons;Docuseries;John Stanton; Scaachi Koul; Azeen Ghorayshi; Bim Adewunmi; Juliane Loffler; Charlie Warzel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4438;Movie;Gaddar: the Traitor;Amitoj Mann;India;November 1, 2018;2015;TV-14;126 min;Dramas, International Movies, Thrillers;Harbhajan Mann; Manpneet Grewal; Ashish Duggal; Girja Shankar; Shavinder Mahal; Rupinder Roopi; Anita Meet; Tarsem Paul; Balkaran Wadding; Bobby Sandhu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4439;Movie;Ghanchakkar;Raj Kumar Gupta;India;November 1, 2018;2013;TV-MA;129 min;Comedies, International Movies, Thrillers;Emraan Hashmi; Vidya Balan; Rajesh Sharma; Namit Das; Parvin Dabas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4440;Movie;Grandmaster;B. Unnikrishnan;India;November 1, 2018;2012;TV-14;133 min;International Movies, Thrillers;Mithra Kurian; Anoop Menon; Mohanlal; Narein; Priyamani; Roma; Siddique; Jagathy Sreekumar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4441;Movie;Hattrick;Milan Luthria;India;November 1, 2018;2007;TV-14;109 min;Comedies, Dramas, International Movies;Nana Patekar; Paresh Rawal; Kunal Kapoor; Rimi Sen; Danny Denzongpa; Prateeksha Lonkar; Gautam Bhimani; Harsha Bhogle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4442;Movie;Heroine;Madhur Bhandarkar;India;November 1, 2018;2012;TV-MA;143 min;Dramas, International Movies;Kareena Kapoor; Arjun Rampal; Randeep Hooda; Divya Dutta; Govind Namdeo; Sanjay Suri; Mugdha Godse; Shahana Goswami; Ranvir Shorey; Lillete Dubey;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4443;Movie;Himmatwala;Sajid Khan;India;November 1, 2018;2013;TV-14;140 min;Action & Adventure, Comedies, International Movies;Ajay Devgn; Tamannaah Bhatia; Paresh Rawal; Zarina Wahab; Mahesh Manjrekar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4444;Movie;Husbands in Goa;Saji Surendran;India;November 1, 2018;2012;TV-14;150 min;Comedies, International Movies, Music & Musicals;Jayasurya; Indrajith; Asif Ali; Lal; Bhama; Ramya Nambeeshan; Rima Kallingal; Praveena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4445;Movie;Jatts in Golmaal;Ksshitij Chaudhary;India;November 1, 2018;2013;TV-PG;128 min;Comedies, International Movies, Music & Musicals;Arya Babbar; Samiksha Singh; Gurpreet Guggi; Binnu Dhillon; Jaswinder Bhalla; B.N. Sharma; Veena Malik; Sardar Sohi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4446;Movie;Kai Po Che!;Abhishek Kapoor;India;November 1, 2018;2013;TV-MA;120 min;Dramas, International Movies, Sports Movies;Rajkummar Rao; Amit Sadh; Sushant Singh Rajput; Amrita Puri; Digvijay Deshmukh; Asif Basra; Manav Kaul; Ashish Kakkad;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4447;Movie;Kalakalappu;Sundar C.;India;November 1, 2018;2012;TV-14;154 min;Comedies, International Movies, Music & Musicals;Vimal; Anjali; Shiva; Oviya; Santhanam; John Vijay; M. Ilavarasu; Manobala;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4448;Movie;Katt Williams: The Pimp Chronicles: Pt. 1;Gary Binkow;United States;November 1, 2018;2006;TV-MA;45 min;Stand-Up Comedy;Katt Williams; Anthony Anderson;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4449;Movie;Katti Batti;Nikhil Advani;India;November 1, 2018;2015;TV-14;132 min;Comedies, Dramas, International Movies;Imran Khan; Kangana Ranaut; Abhishek Saha; Mithila Palkar; Vivan Bhatena; Suhaas Ahuja; Nicole Faria; Adaar Malik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4450;Movie;Life in a ... Metro;Anurag Basu;India;November 1, 2018;2007;TV-14;126 min;Dramas, International Movies, Music & Musicals;Dharmendra; Irrfan Khan; Konkona Sen Sharma; Kay Kay Menon; Shilpa Shetty; Shiney Ahuja; Sharman Joshi; Kangana Ranaut; Nafisa Ali; Manoj Pahwa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4451;Movie;Marc Maron: Thinky Pain;Lance Bangs;United States;November 1, 2018;2013;TV-MA;95 min;Stand-Up Comedy;Marc Maron;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4452;Movie;Mumbai Meri Jaan;Nishikant Kamat;India;November 1, 2018;2008;TV-MA;135 min;Dramas, International Movies;Madhavan; Irrfan Khan; Soha Ali Khan; Paresh Rawal; Kay Kay Menon; Anand Goradia; Vijay Maurya; Vibhavari Deshpande; Santosh Juvekar; Kamlesh Sawant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4453;Movie;Mundeyan Ton Bachke Rahin;Navinder Pal Singh;India;November 1, 2018;2014;TV-14;139 min;Comedies, International Movies, Music & Musicals;Roshan Prince; Jassi Gill; Simran Kaur Mundi; Bharti Singh; Anshu Sawhney; Hobby Dhaliwal; Sunita Dhir; Minto; Manoj Sabarwal; Sunny Gill;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4454;Movie;No One Killed Jessica;Raj Kumar Gupta;India;November 1, 2018;2011;TV-MA;131 min;Dramas, International Movies;Rani Mukerji; Vidya Balan; Myra Karn; Neil Bhoopalam; Rajesh Sharma; Mohammed Zeeshan Ayyub; Bubbles Sabharwal; Satyadeep Misra; Yogendra Tikku; Geeta Sudan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4455;Movie;Oye Lucky! Lucky Oye!;Dibakar Banerjee;India;November 1, 2018;2008;TV-14;118 min;Comedies, Dramas, International Movies;Abhay Deol; Paresh Rawal; Neetu Chandra; Archana Puran Singh; Manu Rishi Chadha; Richa Chadda; Anurag Arora; Rajender Sethi; Manjot Singh; Chandan Anand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4456;Movie;Paan Singh Tomar;Tigmanshu Dhulia;India;November 1, 2018;2010;TV-14;129 min;Action & Adventure, Dramas, International Movies;Irrfan Khan; Mahie Gill; Rajendra Gupta; Brijendra Kala; Jahangir Khan; Vipin Sharma; Zakir Hussain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4457;Movie;Raja Natwarlal;Kunal Deshmukh;India;November 1, 2018;2014;TV-14;131 min;Dramas, International Movies, Thrillers;Emraan Hashmi; Humaima Malik; Paresh Rawal; Kay Kay Menon; Deepak Tijori; Prachi Shah; Mohammed Zeeshan Ayyub;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4458;Movie;Satyagraha;Prakash Jha;India;November 1, 2018;2013;TV-14;146 min;Dramas, International Movies, Music & Musicals;Kareena Kapoor; Amitabh Bachchan; Ajay Devgn; Arjun Rampal; Amrita Rao; Manoj Bajpayee; Vipin Sharma; Anjali Patil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4459;Movie;Settai;R. Kannan;India;November 1, 2018;2013;TV-14;123 min;Comedies, International Movies, Music & Musicals;Arya; Anjali; Hansika Motwani; Santhanam; Premgi Amaren; Nasser;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4460;Movie;Sigaram Thodu;Gaurav Narayanan;India;November 1, 2018;2014;TV-14;141 min;Dramas, International Movies, Thrillers;Vikram Prabhu; Sathyaraj; Monal Gajjar; Sathish; Erode Mahesh; Gaurav Narayanan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4461;Movie;Sommore: The Reign Continues;Kevin Layne;United States;November 1, 2018;2015;TV-MA;93 min;Stand-Up Comedy;Sommore;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4462;TV Show;The Great British Baking Show: The Beginnings;;;November 1, 2018;2012;TV-PG;1 Season;British TV Shows, Reality TV;Paul Hollywood; Mary Berry; Mel Giedroyc; Sue Perkins;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4463;Movie;The Untold Tales of Armistead Maupin;Jennifer M. Kroot;United States;November 1, 2018;2017;TV-MA;91 min;Documentaries, LGBTQ Movies;Armistead Maupin; Neil Gaiman; Laura Linney; Ian McKellen; Amy Tan; Margaret Cho; Jonathan Groff; Amanda Palmer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4464;Movie;Vaya;Akin Omotoso;South Africa;November 1, 2018;2016;TV-MA;106 min;Dramas, Independent Movies, International Movies;Mncedisi Shabangu; Sihle Xaba; Sibusiso Msimang; Zimkhitha Nyoka; Warren Masemola; Nomonde Mbusi; Azwile Chamane; Harriet Lenabe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4465;Movie;Welcome to Sajjanpur;Shyam Benegal;India;November 1, 2018;2008;TV-14;131 min;Comedies, Dramas, International Movies;Shreyas Talpade; Amrita Rao; Ravi Kishan; Ila Arun; Rajeshwari Sachdev; Divya Dutta; Yashpal Sharma; Ravi Jhankal; Lalit Mohan Tiwari;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4466;Movie;Yeh Hai Bakrapur;;India;November 1, 2018;2014;TV-PG;95 min;Comedies, Dramas, Independent Movies;Amit Sial; Yoshika Verma; Anshuman Jha; Asif Basra; Suruchi Aulakh;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4467;Movie;Zokkomon;Satyajit Bhatkal;India;November 1, 2018;2011;PG;104 min;Children & Family Movies, Dramas;Darsheel Safary; Anupam Kher; Manjari Fadnis; Tinnu Anand; Sheeba Chaddha; S.M. Zaheer; Aayam Mehta; Gargi Datar; Jai Vyas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4468;Movie;Gun City;Dani de la Torre;Spain, France;October 31, 2018;2018;TV-MA;126 min;Dramas, International Movies, Thrillers;Luis Tosar; Michelle Jenner; Vicente Romero; Manolo Solo; Paco Tous; Adriana Torrebejano; Pep Tosar; Jaime Lorente; Ernesto Alterio; Fernando Cayo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4469;Movie;Heneral Luna;Jerrold Tarog;Philippines;October 31, 2018;2015;R;118 min;Dramas, International Movies;John Arcilla; Mon Confiado; Arron Villaflor; Joem Bascon; Archie Alemania; Art Acuña; Alex Medina; Nonie Buencamino; Lorenz Martinez; Jeffrey Quizon; Alvin Anson; Mylene Dizon; Bing Pimentel; Leo Martinez; Ketchup Eusebio; Ronnie Lazaro; Paulo Avelino;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4470;TV Show;Fate/EXTRA Last Encore;;Japan;October 30, 2018;2018;TV-MA;2 Seasons;Anime Series, International TV Shows;Atsushi Abe; Sakura Tange; Kana Ueda; Hiroshi Kamiya; Noriko Shitaya; Kohsuke Toriumi; Urara Takano; Ai Nonaka; Kunihiko Yasui; Takahiro Mizushima;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4471;Movie;Dragon Tiger Gate;Wilson Yip;Hong Kong, China;October 27, 2018;2006;TV-14;94 min;Action & Adventure, International Movies;Donnie Yen; Nicholas Tse; Shawn Yue; Dong Jie; Li Xiaoran; Yuen Wah; Chen Kuan Tai; Xing Yu; Vincent Sze; Tommy Yuen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4472;Movie;Been So Long;Tinge Krishnan;;October 26, 2018;2018;TV-MA;100 min;Dramas, International Movies, Music & Musicals;Michaela Coel; Arinzé Kene; George MacKay; Ashley Thomas; Joe Dempsie; Ronke Adekoluejo; Luke Norris; Mya Lewis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4473;Movie;Dovlatov;Aleksey German;Russia, Poland, Serbia;October 26, 2018;2018;PG-13;126 min;Dramas, International Movies;Milan Maric; Danila Kozlovsky; Helena Sujecka; Artur Beschastny; Anton Shagin; Svetlana Khodchenkova; Elena Lyadova; Piotr Gasowski; Eva Gerr; Hanna Sleszynska;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4474;Movie;Jefe;Sergio Barrejón;Spain, Portugal;October 26, 2018;2018;TV-MA;90 min;Comedies, Dramas, International Movies;Luis Callejo; Juana Acosta; Carlo D'Ursi; Josean Bengoetxea; Bárbara Santa-Cruz; Maica Barroso; Adam Jezierski; Sergio Quintana;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4475;Movie;Santo Cachón;;Colombia;October 26, 2018;2018;TV-14;87 min;Comedies, International Movies, Romantic Movies;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4476;Movie;Shirkers;Sandi Tan;United States, United Kingdom;October 26, 2018;2018;TV-14;97 min;Documentaries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4477;TV Show;Terrorism Close Calls;;United States, Czech Republic;October 26, 2018;2018;TV-MA;1 Season;Crime TV Shows, Docuseries, International TV Shows;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4478;Movie;W/O Ram;Vijay Yelakanti;India;October 26, 2018;2018;TV-MA;115 min;Dramas, International Movies, Thrillers;Lakshmi Manchu; Aadarsh Balakrishna; Priyadarshi Pullikonda; Samrat Reddy; Shrikanth Iyyangar; Shrusti Dange;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4479;TV Show;DreamWorks Spooky Stories;;United States;October 25, 2018;2009;TV-PG;1 Season;Kids' TV, TV Comedies;Antonio Banderas; Hugh Laurie; Mike Myers; Reese Witherspoon; Seth Rogen; Kristen Schaal; Dean Edwards;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4480;TV Show;Great News;;United States;October 25, 2018;2017;TV-14;2 Seasons;TV Comedies;Briga Heelan; Andrea Martin; Adam Campbell; John Michael Higgins; Horatio Sanz; Nicole Richie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4481;Movie;Ronnie Coleman: The King;Vlad Yudin;United States;October 25, 2018;2018;TV-MA;93 min;Documentaries;Ronnie Coleman;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4482;Movie;Baahubali: The Beginning (English Version);S.S. Rajamouli;;October 24, 2018;2015;TV-14;138 min;Action & Adventure, Dramas, International Movies;Prabhas; Rana Daggubati; Anushka Shetty; Tamannaah Bhatia; Sathyaraj; Nassar; Ramya Krishnan; Sudeep;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4483;Movie;ADAM SANDLER 100% FRESH;Steve Brill;United States;October 23, 2018;2018;TV-MA;74 min;Stand-Up Comedy;Adam Sandler;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4484;TV Show;Here to Heart;;China;October 23, 2018;2018;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas;Janine Chun-Ning Chang; Hans Zhang;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4485;Movie;Scorpion King 5: Book of Souls;Don Michael Paul;United States;October 23, 2018;2018;PG-13;102 min;Action & Adventure, Sci-Fi & Fantasy;Zach McGowan; Pearl Thusi; Nathan Jones; Peter Mensah; Katy Louise Saunders; Mayling Ng; Howard Charles; Inge Beckmann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4486;TV Show;The Hollywood Masters;;United States;October 23, 2018;2017;TV-MA;3 Seasons;Stand-Up Comedy & Talk Shows;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4487;Movie;How to Get Over a Breakup;Joanna Lombardi, Bruno Ascenzo;Peru;October 20, 2018;2018;TV-MA;104 min;Comedies, International Movies, Romantic Movies;Gisela Ponce de León; Karina Jordán; Jely Reátegui; Andrés Salas; Christopher Von Uckermann; Carlos Carlín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4488;TV Show;Accidentally in Love;;China;October 19, 2018;2018;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies;Junchen Guo; Yi Ning Sun; Yi Qin Zhao; Mu Xuan Cheng; Li Ma; Mo Zhou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4489;TV Show;Ask the Doctor;;Australia;October 19, 2018;2017;TV-PG;1 Season;Docuseries, International TV Shows, Science & Nature TV;Shalin Naik; Renee Lim; Sandro Demaio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4490;TV Show;Best.Worst.Weekend.Ever.;;United States;October 19, 2018;2018;TV-PG;1 Season;Kids' TV, TV Comedies;Sam Ashe Arnold; Cole Sand; Brianna Reed; Brittany Garms; Alison Becker; Larry Bates; Tiffany Espensen; Rachel Gage; Matt Battaglia; Affion Crockett;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4491;Movie;Club de Cuervos Presents: I, Potro;Marcos Bucay;Mexico, Argentina;October 19, 2018;2018;TV-MA;51 min;Movies;Joaquín Ferreira; Marcela Álvarez; Benjamín Alfonso; Emilia Claudeville; Mauricio Llera; Sol Gaschetto; Martín Seefeld; Martín Rocco; Gonzalo VIzán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4492;Movie;Derren Brown: Sacrifice;;;October 19, 2018;2018;TV-MA;50 min;Movies;Derren Brown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4493;Movie;Gnome Alone;Peter Lepeniotis;United Kingdom, Canada, United States, Cayman Islands;October 19, 2018;2018;PG;86 min;Children & Family Movies, Comedies;Becky G.; Josh Peck; Tara Strong; Olivia Holt; David Koechner; Jeff Dunham; Patrick Stump; Nash Grier; Madison De La Garza; George Lopez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4494;Movie;Illang: The Wolf Brigade;Kim Jee-woon;South Korea;October 19, 2018;2018;TV-MA;140 min;Action & Adventure, International Movies, Sci-Fi & Fantasy;Gang Dong-won; Han Hyo-joo; Jung Woo-sung; Kim Mu-yeol; Han Ye-ri; Choi Min-ho; Shin Eun-soo; Kim Beop-rae; Lee Dong-ha; Jung Won-joong; Choi Jin-ho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4495;TV Show;Making a Murderer;;United States;October 19, 2018;2018;TV-14;2 Seasons;Crime TV Shows, Docuseries;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4496;TV Show;Marvel's Daredevil;;United States;October 19, 2018;2018;TV-MA;3 Seasons;Crime TV Shows, TV Action & Adventure;Charlie Cox; Deborah Ann Woll; Elden Henson; Rosario Dawson; Vincent D'Onofrio; Jon Bernthal; Elodie Yung; Scott Glenn; Stephen Rider; Vondie Curtis-Hall; Ayelet Zurer; Toby Leonard Moore; Bob Gunton;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4497;Movie;Naa Bangaaru Talli;Rajesh Touchriver;India;October 19, 2018;2013;TV-14;122 min;Dramas, International Movies;Siddique; Anjali Patil; Lakshmi Menon; Nina Kurup; Rathna Shekar Reddy; Anoop Aravindan;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
s4498;Movie;Oddbods: Party Monsters;;;October 19, 2018;2018;TV-Y;23 min;Movies;Nadia Ramlee; Chio Su-Ping; Jeremy Linn; Marlon Dance-Hooi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
